Date,Open,High,Low,Close,Volume
12/12/2017,288.16,292.80,287.72,289.94,"5,517,550"
12/11/2017,286.21,286.49,279.90,283.16,"4,065,242"
12/08/2017,285.01,287.32,283.56,285.90,"4,440,528"
12/07/2017,278.49,284.79,277.80,281.97,"4,264,354"
12/06/2017,274.87,279.14,274.00,278.27,"2,538,083"
12/05/2017,279.01,279.44,274.86,275.54,"2,806,075"
12/04/2017,276.16,281.83,276.00,277.97,"5,523,013"
12/01/2017,277.51,278.73,270.60,271.38,"4,592,483"
11/30/2017,269.91,277.04,269.43,276.80,"4,820,313"
11/29/2017,269.48,269.68,266.15,269.30,"3,029,095"
11/28/2017,267.00,268.01,265.23,267.99,"2,262,052"
11/27/2017,265.38,266.84,264.72,265.58,"1,772,196"
11/24/2017,265.26,266.57,264.53,265.88,"788,957"
11/23/2017,265.15,265.15,265.15,265.15,�
11/22/2017,267.00,267.48,264.53,265.15,"1,471,390"
11/21/2017,266.24,267.00,264.71,266.99,"2,267,052"
11/20/2017,263.00,265.62,262.76,264.63,"2,447,398"
11/17/2017,262.82,263.74,262.03,262.26,"1,724,790"
11/16/2017,263.76,265.04,263.34,263.70,"2,710,174"
11/15/2017,261.42,264.77,260.15,262.86,"2,510,533"
11/14/2017,262.00,262.40,260.20,261.76,"2,358,169"
11/13/2017,261.67,263.36,260.49,262.42,"2,604,867"
11/10/2017,262.11,262.50,259.60,260.85,"1,740,621"
11/09/2017,265.01,266.75,259.56,262.70,"3,215,865"
11/08/2017,266.14,267.62,265.29,265.57,"2,841,807"
11/07/2017,264.07,267.28,264.07,266.13,"3,205,378"
11/06/2017,262.62,265.84,262.53,264.07,"2,911,598"
11/03/2017,262.42,263.79,260.08,261.75,"2,610,784"
11/02/2017,258.31,263.24,258.00,262.63,"2,529,912"
11/01/2017,258.29,259.41,256.24,258.50,"2,929,490"
10/31/2017,259.34,259.93,257.47,257.98,"2,742,775"
10/30/2017,255.45,260.41,255.33,259.25,"3,025,919"
10/27/2017,258.26,259.50,255.80,256.46,"2,899,168"
10/26/2017,259.72,261.44,257.31,259.27,"3,419,137"
10/25/2017,264.78,266.00,254.50,258.42,"7,895,318"
10/24/2017,263.24,267.21,263.24,266.00,"4,401,597"
10/23/2017,265.13,265.98,262.14,262.32,"3,302,395"
10/20/2017,260.36,264.83,259.44,264.75,"3,955,922"
10/19/2017,258.98,259.10,256.03,259.04,"2,589,203"
10/18/2017,258.47,260.73,256.66,260.04,"2,051,651"
10/17/2017,256.49,259.05,256.26,258.62,"2,515,865"
10/16/2017,261.50,262.00,259.69,259.75,"1,818,869"
10/13/2017,262.90,263.79,260.74,260.74,"2,243,903"
10/12/2017,260.95,262.98,260.00,261.91,"2,577,900"
10/11/2017,261.32,261.65,259.02,261.44,"2,890,344"
10/10/2017,259.74,261.06,257.20,260.93,"2,740,651"
10/09/2017,259.00,259.00,257.11,258.39,"2,146,782"
10/06/2017,258.00,258.90,257.06,258.58,"2,735,772"
10/05/2017,255.28,258.99,254.78,258.89,"3,940,178"
10/04/2017,256.12,257.13,254.07,255.76,"3,030,643"
10/03/2017,255.99,258.26,254.69,255.46,"3,163,350"
10/02/2017,254.65,255.99,253.53,255.99,"2,684,896"
09/29/2017,253.85,255.26,252.59,254.21,"2,530,976"
09/28/2017,254.11,255.80,251.17,254.27,"2,585,753"
09/27/2017,255.27,258.77,253.97,255.28,"3,838,947"
09/26/2017,254.60,256.48,253.54,253.70,"2,173,467"
09/25/2017,256.97,256.97,251.50,254.32,"3,479,096"
09/22/2017,256.31,259.30,256.13,256.45,"3,475,066"
09/21/2017,256.13,256.99,254.42,256.04,"2,808,781"
09/20/2017,253.26,256.69,252.25,255.46,"3,853,030"
09/19/2017,253.08,255.17,251.63,252.46,"4,124,301"
09/18/2017,249.97,253.79,248.91,253.08,"5,192,909"
09/15/2017,247.36,249.95,246.21,249.00,"9,033,301"
09/14/2017,243.00,245.61,242.50,245.23,"4,993,043"
09/13/2017,240.00,243.48,237.09,241.93,"4,528,924"
09/12/2017,240.59,241.71,238.95,240.58,"2,702,717"
09/11/2017,239.50,241.85,239.31,240.59,"3,628,142"
09/08/2017,235.75,239.39,235.21,238.78,"3,404,114"
09/07/2017,234.75,236.54,234.29,236.31,"2,994,439"
09/06/2017,237.53,237.86,234.34,234.62,"4,252,437"
09/05/2017,240.30,240.36,236.23,237.00,"3,869,099"
09/04/2017,240.33,240.33,240.33,240.33,�
09/01/2017,239.66,242.53,239.17,240.33,"3,271,270"
08/31/2017,241.00,241.10,238.41,239.66,"3,075,738"
08/30/2017,240.99,241.44,239.00,240.46,"2,800,997"
08/29/2017,237.21,241.17,236.08,240.49,"3,535,465"
08/28/2017,236.22,237.55,234.61,237.18,"2,394,728"
08/25/2017,239.00,239.09,235.60,235.89,"2,270,156"
08/24/2017,238.52,238.90,236.60,238.74,"2,552,643"
08/23/2017,239.36,239.36,237.19,238.09,"2,524,875"
08/22/2017,236.16,239.89,236.11,239.75,"2,914,602"
08/21/2017,235.77,236.94,234.35,235.68,"2,544,827"
08/18/2017,235.00,237.26,234.57,235.77,"2,939,458"
08/17/2017,237.38,237.60,235.25,235.59,"2,810,933"
08/16/2017,239.70,240.26,237.41,237.59,"3,012,431"
08/15/2017,237.21,239.64,236.01,239.17,"2,850,078"
08/14/2017,236.01,237.48,235.72,237.15,"2,953,484"
08/11/2017,232.76,235.40,230.94,234.88,"3,461,473"
08/10/2017,234.03,236.16,231.91,232.88,"6,816,573"
08/09/2017,238.01,238.70,234.10,234.31,"5,678,880"
08/08/2017,239.91,240.52,238.93,239.50,"4,870,876"
08/07/2017,237.60,241.43,237.21,240.23,"3,674,140"
08/04/2017,238.58,239.73,236.38,237.71,"5,590,485"
08/03/2017,237.06,239.59,236.04,238.25,"5,112,265"
08/02/2017,239.06,241.56,237.88,237.95,"5,119,776"
08/01/2017,243.38,243.99,239.16,239.44,"5,018,036"
07/31/2017,241.85,246.49,241.82,242.46,"5,777,021"
07/28/2017,240.82,242.00,238.55,241.27,"4,602,381"
07/27/2017,237.13,242.68,236.70,241.00,"10,858,711"
07/26/2017,223.48,233.98,223.02,233.45,"14,135,155"
07/25/2017,213.22,214.00,211.95,212.46,"2,888,194"
07/24/2017,212.00,212.64,211.40,212.18,"2,392,641"
07/21/2017,209.99,212.20,209.41,212.14,"2,097,902"
07/20/2017,211.10,211.25,209.92,210.28,"2,235,052"
07/19/2017,209.43,210.93,208.99,210.88,"2,257,906"
07/18/2017,209.11,209.19,207.53,208.24,"1,943,094"
07/17/2017,208.73,209.72,208.56,209.00,"2,415,689"
07/14/2017,206.80,208.73,206.74,208.51,"3,228,684"
07/13/2017,206.80,207.00,205.35,206.23,"1,943,575"
07/12/2017,206.95,208.61,206.32,206.44,"2,816,995"
07/11/2017,204.00,206.66,204.00,206.27,"2,815,630"
07/10/2017,202.32,204.58,202.19,203.96,"2,701,428"
07/07/2017,202.24,203.28,201.26,202.37,"3,090,441"
07/06/2017,201.64,202.49,200.78,201.48,"2,737,400"
07/05/2017,199.30,202.14,198.86,201.81,"2,716,674"
07/04/2017,198.59,198.59,198.59,198.59,"0,000"
07/03/2017,198.07,199.44,197.75,198.59,"1,511,163"
06/30/2017,198.50,199.44,197.39,197.75,"2,225,564"
06/29/2017,199.62,199.76,196.45,197.46,"2,428,853"
06/28/2017,199.50,200.95,199.30,199.62,"2,096,525"
06/27/2017,199.80,200.92,198.89,198.89,"2,295,537"
06/26/2017,202.77,204.39,199.94,199.98,"3,077,532"
06/23/2017,199.26,202.35,198.68,202.23,"4,310,040"
06/22/2017,199.25,200.41,199.18,199.44,"3,339,238"
06/21/2017,199.58,199.71,197.56,199.17,"3,150,592"
06/20/2017,198.75,201.24,198.31,198.33,"3,077,403"
06/19/2017,197.88,199.47,197.00,199.08,"2,725,987"
06/16/2017,196.01,197.95,195.81,196.44,"6,938,785"
06/15/2017,191.43,195.55,191.37,195.45,"2,894,031"
06/14/2017,191.05,193.38,190.82,192.38,"2,209,603"
06/13/2017,190.05,191.56,189.35,191.09,"1,882,684"
06/12/2017,190.30,190.53,188.05,190.00,"2,730,111"
06/09/2017,190.00,190.99,189.25,190.03,"3,344,896"
06/08/2017,188.10,191.07,187.70,189.93,"2,340,325"
06/07/2017,186.85,188.54,186.39,188.10,"2,383,954"
06/06/2017,188.41,188.86,186.69,186.75,"2,724,570"
06/05/2017,190.07,190.74,188.81,188.95,"2,522,113"
06/02/2017,187.82,191.70,187.65,190.23,"3,034,227"
06/01/2017,187.41,187.91,184.53,187.32,"2,870,243"
05/31/2017,187.37,188.26,186.72,187.63,"5,186,677"
05/30/2017,186.76,187.42,186.19,186.88,"2,231,571"
05/29/2017,186.59,186.59,186.59,186.59,"0,000"
05/26/2017,186.73,187.61,186.27,186.59,"1,735,778"
05/25/2017,185.63,187.42,185.59,187.07,"2,363,319"
05/24/2017,183.46,185.40,183.46,185.25,"2,425,305"
05/23/2017,184.00,184.46,182.86,183.49,"2,123,758"
05/22/2017,183.78,185.32,182.52,183.67,"2,945,650"
05/19/2017,177.73,181.42,176.77,180.76,"4,037,909"
05/18/2017,178.48,178.50,175.47,177.40,"3,117,918"
05/17/2017,181.39,181.52,178.68,178.78,"2,535,741"
05/16/2017,182.73,183.15,182.04,182.70,"2,156,022"
05/15/2017,183.30,184.11,182.28,182.39,"3,357,465"
05/12/2017,183.71,183.98,182.63,183.25,"3,478,823"
05/11/2017,182.90,184.33,182.17,183.94,"2,883,701"
05/10/2017,185.14,185.65,178.18,183.18,"7,059,166"
05/09/2017,186.11,187.21,186.05,186.91,"3,003,575"
05/08/2017,185.38,186.39,185.00,186.02,"1,963,560"
05/05/2017,183.16,185.07,183.16,185.01,"2,634,836"
05/04/2017,183.33,184.25,182.18,183.07,"2,289,326"
05/03/2017,183.45,183.75,182.25,183.39,"2,983,245"
05/02/2017,182.54,183.91,182.53,183.44,"1,979,787"
05/01/2017,184.23,184.49,181.80,182.39,"3,516,574"
04/28/2017,183.42,184.93,183.02,184.83,"2,181,167"
04/27/2017,182.59,183.76,182.59,183.22,"3,129,001"
04/26/2017,182.31,183.00,180.11,181.71,"4,471,456"
04/25/2017,182.53,183.85,182.53,183.51,"3,734,746"
04/24/2017,181.75,182.46,181.61,182.06,"3,141,913"
04/21/2017,179.42,180.93,179.42,180.38,"3,145,856"
04/20/2017,178.74,179.82,178.35,179.30,"2,335,176"
04/19/2017,178.47,179.90,178.16,178.40,"2,123,532"
04/18/2017,178.59,179.97,177.12,177.85,"2,957,495"
04/17/2017,175.84,179.08,175.65,179.02,"2,450,182"
04/14/2017,175.62,175.62,175.62,175.62,"0,000"
04/13/2017,175.74,176.88,175.56,175.62,"2,023,510"
04/12/2017,178.25,178.25,175.94,176.05,"2,922,425"
04/11/2017,177.50,178.60,176.96,178.57,"2,265,743"
04/10/2017,179.00,179.97,177.48,177.56,"2,308,641"
04/07/2017,178.39,179.09,177.26,178.85,"2,806,779"
04/06/2017,177.56,178.22,177.12,177.37,"2,343,873"
04/05/2017,179.00,180.18,176.89,177.08,"2,566,887"
04/04/2017,176.88,178.79,176.76,178.70,"2,326,494"
04/03/2017,177.08,177.73,175.50,176.65,"2,933,653"
03/31/2017,178.02,178.18,176.81,176.86,"2,032,734"
03/30/2017,177.25,178.49,177.22,177.98,"1,737,221"
03/29/2017,177.40,177.99,176.97,177.63,"1,640,601"
03/28/2017,176.29,177.68,175.00,177.36,"2,412,559"
03/27/2017,174.37,176.44,173.75,176.10,"2,750,685"
03/24/2017,176.85,177.53,174.77,175.82,"2,386,769"
03/23/2017,177.34,177.85,176.59,177.26,"2,006,383"
03/22/2017,175.96,177.10,175.50,176.98,"2,505,638"
03/21/2017,179.99,180.25,175.50,175.96,"3,238,929"
03/20/2017,180.10,180.15,179.14,179.39,"2,062,211"
03/17/2017,178.31,180.38,178.17,180.10,"5,036,593"
03/16/2017,179.82,180.00,177.64,178.19,"3,100,694"
03/15/2017,179.00,179.24,177.97,178.71,"3,568,847"
03/14/2017,178.54,179.69,177.71,178.73,"2,346,666"
03/13/2017,177.16,179.19,177.07,179.05,"3,471,683"
03/10/2017,181.90,181.97,177.92,178.70,"4,595,466"
03/09/2017,181.43,182.59,179.58,180.57,"3,100,466"
03/08/2017,182.40,182.69,181.49,181.74,"2,321,031"
03/07/2017,180.64,182.84,180.62,182.02,"2,451,960"
03/06/2017,181.40,182.30,180.43,180.93,"4,243,925"
03/03/2017,183.04,183.58,181.45,182.18,"3,938,670"
03/02/2017,184.00,185.71,182.97,182.99,"4,907,025"
03/01/2017,181.85,184.80,181.82,183.91,"5,461,436"
02/28/2017,180.34,181.93,179.67,180.23,"4,785,095"
02/27/2017,178.00,179.88,177.55,179.43,"2,892,521"
